Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,12/27/2016,"KFC E080081 SAMMAMISH WA                     12/23",-7.11,DEBIT_CARD,1527.17,,
DEBIT,12/27/2016,"CHEVRON 0204893 SAMMAMISH WA                 12/23",-39.29,DEBIT_CARD,1534.28,,
DEBIT,12/27/2016,"FEDEXOFFICE   00051219 BELLINGHAM WA         12/23",-10.85,DEBIT_CARD,1573.57,,
DEBIT,12/27/2016,"BELLINGHAM FRAMEWORKS BELLINGHAM WA          12/23",-25.98,DEBIT_CARD,1584.42,,
DEBIT,12/27/2016,"APL* ITUNES.COM/BILL 866-712-7753 CA         12/23",-16.29,DEBIT_CARD,1610.40,,
DSLIP,12/27/2016,"REMOTE ONLINE DEPOSIT #          1",75.00,CHECK_DEPOSIT,1626.69,1,
DEBIT,12/27/2016,"Lyft 12-27 Exp Visa Direct CA        841817  12/26",21.16,DEBIT_CARD,1551.69,,
DEBIT,12/27/2016,"Lyft 12-27 Exp Visa Direct CA        841819  12/26",50.11,DEBIT_CARD,1530.53,,
DEBIT,12/27/2016,"Lyft 12-25 Exp Visa Direct CA        802179  12/25",51.79,DEBIT_CARD,1480.42,,
DEBIT,12/27/2016,"Lyft 12-26 Exp Visa Direct CA        819693  12/25",52.30,DEBIT_CARD,1428.63,,
DEBIT,12/27/2016,"Lyft 12-27 Exp Visa Direct CA        854448  12/27",72.64,DEBIT_CARD,1376.33,,
DEBIT,12/23/2016,"PAPYRUS #2158 600 PINE SEATTLE WA    521431  12/23",-16.43,DEBIT_CARD,1303.69,,
DEBIT,12/23/2016,"PACIFIC PLACE SEATTLE WA             006726  12/23",-21.91,DEBIT_CARD,1320.12,,
CREDIT,12/23/2016,"KEY CR. TRANSFER ONLINE-BK  016357243669156 WEB ID: 9000000008",1136.67,ACH_CREDIT,1342.03,,
DEBIT,12/21/2016,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         12/21",-24.45,DEBIT_CARD,205.36,,
DEBIT,12/21/2016,"BELLINGHAM GROC BELLINGHAM WA                12/21",-37.92,DEBIT_CARD,229.81,,
DEBIT,12/21/2016,"DICK'S DRIVE-IN WALLING SEATTLE WA           12/19",-5.37,DEBIT_CARD,267.73,,
CREDIT,12/21/2016,"RAISER,LLC       EDI PAYMNT 0155338757      CCD ID: 1800896455",78.90,ACH_CREDIT,273.10,,
DEBIT,12/20/2016,"CHEVRON 0373890 BAINBRIDGE IS WA             12/19",-36.45,DEBIT_CARD,194.20,,
DEBIT,12/20/2016,"BLUE C SUSHI SEATTLE WA                      12/18",-22.73,DEBIT_CARD,230.65,,
DEBIT,12/19/2016,"PAYPAL           INST XFER  ALISSACLEO      WEB ID: PAYPALSI77",-20.00,ACH_DEBIT,253.38,,
DEBIT,12/19/2016,"USA*SODEXO SEATTLE WA                        12/19",-1.75,DEBIT_CARD,273.38,,
DEBIT,12/19/2016,"THE ESSENTIAL BAKING CO SEATTLE WA           12/18",-8.95,DEBIT_CARD,275.13,,
DEBIT,12/19/2016,"RITE AID STORE - 521 BAINBRIDGE IS WA        12/17",-44.31,DEBIT_CARD,284.08,,
DEBIT,12/19/2016,"UW COMMUTER SVCS PAY ST SEATTLE WA           12/16",-12.75,DEBIT_CARD,328.39,,
DEBIT,12/19/2016,"MCKAYS TAPHOUSE BELLINGHAM WA                12/16",-11.50,DEBIT_CARD,341.14,,
DEBIT,12/16/2016,"ATM WITHDRAWAL                       007750  12/161336 CORN",-40.00,ATM,352.64,,
DEBIT,12/16/2016,"CASA QUE PASA BELLINGHAM WA                  12/14",-9.68,DEBIT_CARD,392.64,,
DEBIT,12/15/2016,"PAYPAL           INST XFER  KIGOSAI         WEB ID: PAYPALSI77",-6.00,ACH_DEBIT,402.32,,
DEBIT,12/15/2016,"COMMUNITY FOOD CO-OP - BELLINGHAM WA 828850  12/15",-3.87,DEBIT_CARD,408.32,,
CREDIT,12/15/2016,"PAYPAL           TRANSFER                   PPD ID: PAYPALSD11",30.00,ACH_CREDIT,412.19,,
DEBIT,12/14/2016,"FIRESTONE 655643 BELLINGHAM WA               12/13",-10.86,DEBIT_CARD,382.19,,
DEBIT,12/14/2016,"VENMO 855-812-4430 NY                        12/13",-60.00,DEBIT_CARD,393.05,,
CREDIT,12/14/2016,"PAYPAL           TRANSFER                   PPD ID: PAYPALSD11",36.00,ACH_CREDIT,453.05,,
DEBIT,12/13/2016,"APL* ITUNES.COM/BILL 866-712-7753 CA         12/13",-5.42,DEBIT_CARD,417.05,,
DEBIT,12/13/2016,"WWU EMARKETS 360-650-3720 WA                 12/12",-85.00,DEBIT_CARD,422.47,,
DEBIT,12/12/2016,"PAYPAL           INST XFER  KIGOSAI         WEB ID: PAYPALSI77",-3.90,ACH_DEBIT,507.47,,
DEBIT,12/12/2016,"PAYPAL           INST XFER  XSOLLA          WEB ID: PAYPALSI77",-4.99,ACH_DEBIT,511.37,,
DEBIT,12/12/2016,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         12/11",-12.70,DEBIT_CARD,516.36,,
DEBIT,12/12/2016,"BELLINGHAM GROC BELLINGHAM WA                12/10",-49.68,DEBIT_CARD,529.06,,
DEBIT,12/12/2016,"SHELL Service Station BELLINGHAM WA  005802  12/10",-40.99,DEBIT_CARD,578.74,,
DEBIT,12/12/2016,"SHELL Service Station BELLINGHAM WA  295141  12/10",-2.99,DEBIT_CARD,619.73,,
DEBIT,12/12/2016,"TERIYAKI BAR BELLINGHAM WA                   12/09",-11.45,DEBIT_CARD,622.72,,
DEBIT,12/12/2016,"MT BAKER SKI AREA INC BELLINGHAM WA          12/08",-143.07,DEBIT_CARD,634.17,,
DEBIT,12/12/2016,"MT BAKER SKI AREA INC BELLINGHAM WA          12/08",-55.08,DEBIT_CARD,777.24,,
CREDIT,12/12/2016,"Online Transfer from SAV ...9660 transaction#: 5862240035",70.00,ACCT_XFER,832.32,,
CREDIT,12/12/2016,"Online Transfer from SAV ...9660 transaction#: 5859125273",300.00,ACCT_XFER,762.32,,
DEBIT,12/09/2016,"PAYPAL           INST XFER  DFTBARECORD     WEB ID: PAYPALSI77",-35.00,ACH_DEBIT,462.32,,
DEBIT,12/09/2016,"MT BAKER SKI FOOD SERV BELLINGHAM WA         12/08",-4.00,DEBIT_CARD,497.32,,
DEBIT,12/09/2016,"RUDY'S PIZZERIA BELLINGHAM WA                12/08",-5.17,DEBIT_CARD,501.32,,
DEBIT,12/08/2016,"SQ *EL CAPITAN'S Bellingham WA               12/08",-7.75,DEBIT_CARD,506.49,,
DEBIT,12/08/2016,"SQ *REDLIGHT BELLINGHAM Bellingham WA        12/08",-9.00,DEBIT_CARD,514.24,,
DEBIT,12/08/2016,"UBER   *US DEC07 SR2Q 866-576-1039 CA        12/08",-9.69,DEBIT_CARD,523.24,,
DEBIT,12/07/2016,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         12/07",-49.97,DEBIT_CARD,532.93,,
DEBIT,12/07/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          12/07",-1.75,DEBIT_CARD,582.90,,
DEBIT,12/07/2016,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        12/05",-7.58,DEBIT_CARD,584.65,,
DEBIT,12/06/2016,"TRANSFER TO SAV XXXXX9660 12/06",-25.00,ACCT_XFER,592.23,,
DEBIT,12/06/2016,"WENDYS-SWL #4023 (9659) BELLINGHAM WA        12/05",-8.24,DEBIT_CARD,617.23,,
DEBIT,12/05/2016,"PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77",-620.00,ACH_DEBIT,625.47,,
DEBIT,12/05/2016,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        12/03",-11.86,DEBIT_CARD,1245.47,,
DEBIT,12/05/2016,"ARAMARK TOPIOS BELLINGHAM WA                 11/30",-7.59,DEBIT_CARD,1257.33,,
DEBIT,12/02/2016,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         12/02",-15.17,DEBIT_CARD,1264.92,,
DEBIT,12/02/2016,"SQ *REDLIGHT BELLINGHAM Bellingham WA        12/02",-10.35,DEBIT_CARD,1280.09,,
DEBIT,12/02/2016,"FIRESTONE 655643 BELLINGHAM WA               12/01",-10.86,DEBIT_CARD,1290.44,,
DEBIT,12/02/2016,"BELLINGHAM MUSIC BELLINGHAM WA               12/01",-24.99,DEBIT_CARD,1301.30,,
DEBIT,12/01/2016,"Online Transfer to  SAV ...9660 transaction#: 5767449319",-50.00,ACCT_XFER,1326.29,,
DEBIT,12/01/2016,"UBER   *US NOV30 UJZ7 866-576-1039 CA        12/01",-8.92,DEBIT_CARD,1376.29,,
DEBIT,11/29/2016,"PAYPAL           INST XFER  NEKOKIN         WEB ID: PAYPALSI77",-16.00,ACH_DEBIT,1385.21,,
DEBIT,11/29/2016,"PAYPAL           INST XFER  NEKOKIN         WEB ID: PAYPALSI77",-21.00,ACH_DEBIT,1401.21,,
DEBIT,11/29/2016,"HAGGEN FOOD #43 BELLINGHAM WA        796352  11/28",-13.02,DEBIT_CARD,1422.21,,
DEBIT,11/29/2016,"UBER   *US NOV28 KRQL 866-576-1039 CA        11/29",-7.21,DEBIT_CARD,1435.23,,
DEBIT,11/29/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          11/29",-1.75,DEBIT_CARD,1442.44,,
CREDIT,11/29/2016,"KEY CR. TRANSFER ONLINE BK  000000013115637 WEB ID: 9000000008",300.18,ACH_CREDIT,1444.19,,
DEBIT,11/28/2016,"NON-CHASE ATM FEE-WITH",-2.50,FEE_TRANSACTION,1144.01,,
DEBIT,11/28/2016,"NON-CHASE ATM WITHDRAW               160229  11/28516 HIGH",-25.00,ATM,1146.51,,
DEBIT,11/28/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          11/28",-1.75,DEBIT_CARD,1171.51,,
DEBIT,11/28/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          11/28",-1.75,DEBIT_CARD,1173.26,,
DEBIT,11/28/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          11/28",-1.25,DEBIT_CARD,1175.01,,
DEBIT,11/28/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          11/28",-1.25,DEBIT_CARD,1176.26,,
DEBIT,11/28/2016,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         11/26",-58.98,DEBIT_CARD,1177.51,,
DEBIT,11/25/2016,"ROBINHOOD (CRFN) ACH        2016112231567   WEB ID: 1000101344",-200.00,ACH_DEBIT,1236.49,,
DEBIT,11/25/2016,"STARBUCKS STORE 00332 EVERETT WA             11/24",-7.64,DEBIT_CARD,1436.49,,
DEBIT,11/25/2016,"CHEVRON 0211635 BELLINGHAM WA                11/24",-33.97,DEBIT_CARD,1444.13,,
DEBIT,11/25/2016,"SQ *LAKEWAY CHEVRON & D Bellingham WA        11/24",-4.78,DEBIT_CARD,1478.10,,
DEBIT,11/25/2016,"WA DRIVER LICENSE REN 360-902-7470 WA        11/24",-13.00,DEBIT_CARD,1482.88,,
DEBIT,11/25/2016,"ARAMARK TOPIOS BELLINGHAM WA                 11/22",-8.46,DEBIT_CARD,1495.88,,
DEBIT,11/23/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          11/23",-1.25,DEBIT_CARD,1504.34,,
DEBIT,11/23/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          11/23",-1.75,DEBIT_CARD,1505.59,,
CREDIT,11/22/2016,"KEY CR. TRANSFER ONLINE BK  000000013103946 WEB ID: 9000000008",1136.67,ACH_CREDIT,1507.34,,
DEBIT,11/21/2016,"APL* ITUNES.COM/BILL 866-712-7753 CA         11/20",-16.29,DEBIT_CARD,370.67,,
DEBIT,11/21/2016,"BOOMERS DRIVE IN BELLINGHAM WA               11/19",-12.99,DEBIT_CARD,386.96,,
DEBIT,11/21/2016,"STATE STREET BAR BELLINGHAM WA               11/19",-8.50,DEBIT_CARD,399.95,,
DEBIT,11/21/2016,"STATE STREET BAR BELLINGHAM WA               11/19",-9.75,DEBIT_CARD,408.45,,
DEBIT,11/21/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          11/19",-1.75,DEBIT_CARD,418.20,,
DEBIT,11/18/2016,"FAT PIE BELLINGHAM WA                        11/16",-8.89,DEBIT_CARD,419.95,,
DEBIT,11/17/2016,"RITE AID STORE - 5238 BELLINGHAM WA  282127  11/17",-4.89,DEBIT_CARD,428.84,,
DEBIT,11/17/2016,"RITE AID STORE - 5238 BELLINGHAM WA  184700  11/17",-17.51,DEBIT_CARD,433.73,,
DEBIT,11/17/2016,"WILD BUFFALO BELLINGHAM WA                   11/17",-5.35,DEBIT_CARD,451.24,,
DEBIT,11/17/2016,"SQ *MOUNT BAKERY FAIRHA Bellingham WA        11/16",-5.59,DEBIT_CARD,456.59,,
DEBIT,11/17/2016,"VENMO 855-812-4430 NY                        11/16",-13.50,DEBIT_CARD,462.18,,
DEBIT,11/17/2016,"VENMO 855-812-4430 NY                        11/16",-34.00,DEBIT_CARD,475.68,,
DEBIT,11/17/2016,"CASA QUE PASA BELLINGHAM WA                  11/15",-9.68,DEBIT_CARD,509.68,,
DEBIT,11/17/2016,"ARAMARK STARBUCKS BELLINGHAM WA              11/15",-5.98,DEBIT_CARD,519.36,,
DEBIT,11/17/2016,"ARAMARK ATRIUM POD BELLINGHAM WA             11/15",-1.72,DEBIT_CARD,525.34,,
DEBIT,11/16/2016,"SAN URBAN CRV T1W SAN DIEGO CA               11/15",-28.71,DEBIT_CARD,527.06,,
DEBIT,11/16/2016,"THE SHOUT HOUSE SAN DIEGO CA                 11/12",-16.00,DEBIT_CARD,555.77,,
DEBIT,11/16/2016,"THE SHOUT HOUSE SAN DIEGO CA                 11/12",-16.10,DEBIT_CARD,571.77,,
DEBIT,11/16/2016,"ARAMARK TOPIOS BELLINGHAM WA                 11/10",-7.37,DEBIT_CARD,587.87,,
DEBIT,11/16/2016,"ARAMARK STARBUCKS BELLINGHAM WA              11/10",-6.74,DEBIT_CARD,595.24,,
DEBIT,11/15/2016,"UBER   *US NOV14 HJVV 866-576-1039 CA        11/15",-10.56,DEBIT_CARD,601.98,,
DEBIT,11/15/2016,"SAN DIEGO CONV CTR CONC SAN DIEGO CA         11/14",-8.50,DEBIT_CARD,612.54,,
DEBIT,11/15/2016,"MRS FIELDS COOKIES SAN DIEGO CA              11/14",-7.50,DEBIT_CARD,621.04,,
DEBIT,11/14/2016,"NON-CHASE ATM FEE-WITH",-2.50,FEE_TRANSACTION,628.54,,
DEBIT,11/14/2016,"PAYPAL           INST XFER  5C2229WYERNK2   WEB ID: PAYPALSI77",-36.00,ACH_DEBIT,631.04,,
DEBIT,11/14/2016,"PAYPAL           INST XFER  5C2229WYESJTQ   WEB ID: PAYPALSI77",-36.00,ACH_DEBIT,667.04,,
DEBIT,11/14/2016,"INGRAM PUBL PRINCETON JACKSON TN     790457  11/14",-15.12,DEBIT_CARD,703.04,,
DEBIT,11/14/2016,"UBER   *US NOV13 44YT 866-576-1039 CA        11/14",-5.18,DEBIT_CARD,718.16,,
DEBIT,11/14/2016,"IN-N-OUT BURGER #123 SAN DIEGO CA            11/13",-7.51,DEBIT_CARD,723.34,,
DEBIT,11/14/2016,"UBER   *US NOV13 X6PR 866-576-1039 CA        11/14",-20.15,DEBIT_CARD,730.85,,
DEBIT,11/14/2016,"UBER   *US NOV13 XRJR 866-576-1039 CA        11/14",-17.19,DEBIT_CARD,751.00,,
DEBIT,11/14/2016,"UBER   *US NOV13 52ET 866-576-1039 CA        11/14",-5.00,DEBIT_CARD,768.19,,
DEBIT,11/14/2016,"UBER   *US NOV13 QAVN 866-576-1039 CA        11/14",-5.00,DEBIT_CARD,773.19,,
DEBIT,11/14/2016,"NON-CHASE ATM WITHDRAW               001571  11/131 PARK BL",-123.99,ATM,778.19,,
DEBIT,11/14/2016,"UBER   *US NOV12 5C35 866-576-1039 CA        11/13",-5.75,DEBIT_CARD,902.18,,
DEBIT,11/14/2016,"SAN DIEGO CONV CTR CONC SAN DIEGO CA         11/12",-2.00,DEBIT_CARD,907.93,,
DEBIT,11/14/2016,"UBER   *US NOV12 AFG4 866-576-1039 CA        11/12",-6.04,DEBIT_CARD,909.93,,
DEBIT,11/14/2016,"APL* ITUNES.COM/BILL 866-712-7753 CA         11/12",-5.42,DEBIT_CARD,915.97,,
DEBIT,11/14/2016,"MCKAYS TAPHOUSE BELLINGHAM WA                11/11",-5.75,DEBIT_CARD,921.39,,
DEBIT,11/14/2016,"HAGGEN FOOD #43 BELLINGHAM WA                11/11",-128.14,DEBIT_CARD,927.14,,
DEBIT,11/14/2016,"BOOMERS DRIVE IN BELLINGHAM WA               11/10",-6.71,DEBIT_CARD,1055.28,,
DEBIT,11/14/2016,"REGAL BARKLEY VILLAGE S BELLINGHAM WA        11/10",-3.90,DEBIT_CARD,1061.99,,
DEBIT,11/14/2016,"REGAL BARKLEY VILLAGE S BELLINGHAM WA        11/10",-18.66,DEBIT_CARD,1065.89,,
DEBIT,11/14/2016,"ARAMARK TONYS AT MILLER BELLINGHAM WA        11/08",-3.86,DEBIT_CARD,1084.55,,
DEBIT,11/14/2016,"APL* ITUNES.COM/BILL 866-712-7753 CA         11/11",-1.08,DEBIT_CARD,1088.41,,
DEBIT,11/10/2016,"PIZZA TIME BELLINGHAM WA                     11/08",-14.66,DEBIT_CARD,1089.49,,
DEBIT,11/10/2016,"ARAMARK MILLER MARKET P BELLINGHAM WA        11/08",-4.55,DEBIT_CARD,1104.15,,
DEBIT,11/10/2016,"ARAMARK FAIRHAVEN COMMO BELLINGHAM WA        11/07",-11.67,DEBIT_CARD,1108.70,,
DEBIT,11/09/2016,"COMMUNITY FOOD CO-OP - BELLINGHAM WA 630130  11/09",-11.15,DEBIT_CARD,1120.37,,
DEBIT,11/09/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          11/09",-1.75,DEBIT_CARD,1131.52,,
DEBIT,11/09/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          11/09",-1.75,DEBIT_CARD,1133.27,,
DEBIT,11/09/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          11/09",-1.75,DEBIT_CARD,1135.02,,
DEBIT,11/09/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          11/09",-1.75,DEBIT_CARD,1136.77,,
DEBIT,11/08/2016,"CASA QUE PASA BELLINGHAM WA                  11/07",-16.21,DEBIT_CARD,1138.52,,
DEBIT,11/08/2016,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        11/06",-7.46,DEBIT_CARD,1154.73,,
DEBIT,11/08/2016,"VILLAGE BOOKS BELLINGHAM WA                  11/06",-17.38,DEBIT_CARD,1162.19,,
DEBIT,11/07/2016,"TRANSFER TO SAV XXXXX9660 11/07",-25.00,ACCT_XFER,1179.57,,
DEBIT,11/07/2016,"76 - STARVIN SAMS 14 BELLINGHAM WA           11/07",-39.58,DEBIT_CARD,1204.57,,
DEBIT,11/07/2016,"SOC FOR NEUROSCIENCE 202-962-4000 DC         11/05",-140.00,DEBIT_CARD,1244.15,,
DEBIT,11/07/2016,"SOC FOR NEUROSCIENCE 202-962-4000 DC         11/05",-30.00,DEBIT_CARD,1384.15,,
DEBIT,11/07/2016,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        11/03",-3.89,DEBIT_CARD,1414.15,,
DEBIT,11/04/2016,"PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77",-45.27,ACH_DEBIT,1418.04,,
DEBIT,11/04/2016,"ARAMARK ATRIUM POD BELLINGHAM WA             11/02",-8.24,DEBIT_CARD,1463.31,,
DEBIT,11/03/2016,"HAGGEN FOOD #43 BELLINGHAM WA        257620  11/03",-16.82,DEBIT_CARD,1471.55,,
DEBIT,11/03/2016,"WWU AS BOOKSTORE BELLINGHAM WA               11/02",-8.97,DEBIT_CARD,1488.37,,
DEBIT,11/03/2016,"WWU EMARKETS 360-650-3720 WA                 11/02",-35.00,DEBIT_CARD,1497.34,,
DEBIT,11/02/2016,"HAGGEN FOOD #43 BELLINGHAM WA        750236  11/02",-3.58,DEBIT_CARD,1532.34,,
DEBIT,11/02/2016,"THE HORSESHOE CAFE BELLINGHAM WA             11/01",-9.20,DEBIT_CARD,1535.92,,
DEBIT,11/02/2016,"WILD BUFFALO BELLINGHAM WA                   10/31",-7.46,DEBIT_CARD,1545.12,,
DEBIT,11/01/2016,"PAYPAL           INST XFER  ESADINSKY       WEB ID: PAYPALSI77",-13.50,ACH_DEBIT,1552.58,,
DEBIT,11/01/2016,"Online Transfer to  SAV ...9660 transaction#: 5695836652",-50.00,ACCT_XFER,1566.08,,
DEBIT,10/31/2016,"JOHNNY'S GOURMET BURGER STANWOOD WA          10/30",-11.93,DEBIT_CARD,1616.08,,
DEBIT,10/31/2016,"UBER   *US OCT29 U22N 866-576-1039 CA        10/30",-15.08,DEBIT_CARD,1628.01,,
DEBIT,10/31/2016,"UBER   *US OCT29 GH5J 866-576-1039 CA        10/30",-25.44,DEBIT_CARD,1643.09,,
DEBIT,10/31/2016,"UBER   *US OCT29 AWMG 866-576-1039 CA        10/30",-5.00,DEBIT_CARD,1668.53,,
DEBIT,10/31/2016,"UBER   *US OCT29 FSSM 866-576-1039 CA        10/30",-9.57,DEBIT_CARD,1673.53,,
DEBIT,10/31/2016,"SQ *AUSTIN HODGKINSON Redmond WA             10/30",-30.00,DEBIT_CARD,1683.10,,
DEBIT,10/31/2016,"UBER   *US OCT29 UQ3Q 866-576-1039 CA        10/30",-5.18,DEBIT_CARD,1713.10,,
DEBIT,10/31/2016,"QUARTER LOUNGE SEATTLE WA                    10/29",-6.50,DEBIT_CARD,1718.28,,
DEBIT,10/31/2016,"BIG TIME BREWERY SEATTLE WA                  10/29",-5.93,DEBIT_CARD,1724.78,,
DEBIT,10/31/2016,"SEA SC PARKING #850012 SEATTLE WA            10/28",-10.00,DEBIT_CARD,1730.71,,
DEBIT,10/31/2016,"STARBUCKS STORE 23730 SEATTLE WA             10/28",-6.03,DEBIT_CARD,1740.71,,
DEBIT,10/31/2016,"76 - STARVIN SAMS 14 BELLINGHAM WA           10/28",-21.91,DEBIT_CARD,1746.74,,
DEBIT,10/28/2016,"STARVIN SAMS 14 BELLINGHAM WA        714050  10/28",-3.98,DEBIT_CARD,1768.65,,
DEBIT,10/28/2016,"BELLEWOOD ACRES INC LYNDEN WA                10/27",-6.77,DEBIT_CARD,1772.63,,
DEBIT,10/28/2016,"APL* ITUNES.COM/BILL 866-712-7753 CA         10/27",-1.09,DEBIT_CARD,1779.40,,
DEBIT,10/28/2016,"CASA QUE PASA BELLINGHAM WA                  10/26",-8.60,DEBIT_CARD,1780.49,,
DEBIT,10/28/2016,"WWU LIBRARY BELLINGHAM WA                    10/26",-18.00,DEBIT_CARD,1789.09,,
DEBIT,10/28/2016,"ARAMARK MILLER MARKET P BELLINGHAM WA        10/26",-1.29,DEBIT_CARD,1807.09,,
DEBIT,10/28/2016,"ARAMARK TONYS AT MILLER BELLINGHAM WA        10/26",-3.64,DEBIT_CARD,1808.38,,
DEBIT,10/26/2016,"PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77",-625.01,ACH_DEBIT,1812.02,,
DEBIT,10/26/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          10/26",-1.75,DEBIT_CARD,2437.03,,
DEBIT,10/26/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          10/26",-1.25,DEBIT_CARD,2438.78,,
DEBIT,10/26/2016,"PIZZA TIME BELLINGHAM WA                     10/24",-19.29,DEBIT_CARD,2440.03,,
DSLIP,10/26/2016,"DEPOSIT  ID NUMBER  71783",800.00,DEPOSIT,2459.32,,
DEBIT,10/25/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          10/25",-1.25,DEBIT_CARD,1659.32,,
DEBIT,10/25/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          10/25",-1.75,DEBIT_CARD,1660.57,,
CREDIT,10/25/2016,"KEY CR. TRANSFER ONLINE BK  000000013036971 WEB ID: 9000000008",1136.67,ACH_CREDIT,1662.32,,
DEBIT,10/24/2016,"PAYPAL           INST XFER  BLIZZARDENT     WEB ID: PAYPALSI77",-5.47,ACH_DEBIT,525.65,,
DEBIT,10/24/2016,"20TH CENTURY BOWLING BELLINGHAM WA           10/21",-10.50,DEBIT_CARD,531.12,,
DEBIT,10/24/2016,"20TH CENTURY BOWLING BELLINGHAM WA           10/21",-6.00,DEBIT_CARD,541.62,,
DEBIT,10/24/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          10/21",-1.75,DEBIT_CARD,547.62,,
DEBIT,10/24/2016,"USCONNECT ADVANTAGE VEN FERNDALE WA          10/21",-1.75,DEBIT_CARD,549.37,,
DEBIT,10/24/2016,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        10/20",-4.83,DEBIT_CARD,551.12,,
DEBIT,10/21/2016,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        10/19",-2.91,DEBIT_CARD,555.95,,
DEBIT,10/21/2016,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        10/19",-12.87,DEBIT_CARD,558.86,,
DEBIT,10/20/2016,"HMD* Wired 800-769-4733 DE                   10/20",-5.44,DEBIT_CARD,571.73,,
DEBIT,10/20/2016,"APL* ITUNES.COM/BILL 866-712-7753 CA         10/19",-16.43,DEBIT_CARD,577.17,,
DEBIT,10/20/2016,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        10/18",-2.76,DEBIT_CARD,593.60,,
DEBIT,10/18/2016,"ACT*City-Bellingham 877-228-4881 TX          10/18",-60.00,DEBIT_CARD,596.36,,
DEBIT,10/18/2016,"BLACKBIRD BAKERY BAINBRIDGE IS WA            10/16",-4.26,DEBIT_CARD,656.36,,
DEBIT,10/17/2016,"CHEVRON/SALMON SERVICE SEATTLE WA    048121  10/16",-32.86,DEBIT_CARD,660.62,,
DEBIT,10/17/2016,"USA*SODEXO SEATTLE WA                        10/15",-2.25,DEBIT_CARD,693.48,,
DEBIT,10/17/2016,"ARAMARK ATRIUM POD BELLINGHAM WA             10/11",-1.29,DEBIT_CARD,695.73,,
DEBIT,10/17/2016,"ARAMARK MILLER MARKET P BELLINGHAM WA        10/11",-1.63,DEBIT_CARD,697.02,,
DEBIT,10/17/2016,"ARAMARK TONYS AT MILLER BELLINGHAM WA        10/11",-3.86,DEBIT_CARD,698.65,,
DEBIT,10/14/2016,"BELLINGHAM GROC BELLINGHAM WA                10/14",-13.97,DEBIT_CARD,702.51,,
DEBIT,10/14/2016,"ARAMARK TOPIOS BELLINGHAM WA                 10/12",-7.37,DEBIT_CARD,716.48,,
DEBIT,10/14/2016,"ARAMARK TONYS AT MILLER BELLINGHAM WA        10/12",-3.86,DEBIT_CARD,723.85,,
DEBIT,10/13/2016,"WA DOL LIC & REG 60134 BELLINGHAM WA 832546  10/13",-11.25,DEBIT_CARD,727.71,,
DEBIT,10/13/2016,"APL* ITUNES.COM/BILL 866-712-7753 CA         10/13",-5.47,DEBIT_CARD,738.96,,
DEBIT,10/11/2016,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        10/09",-5.59,DEBIT_CARD,744.43,,
DEBIT,10/11/2016,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        10/09",-2.65,DEBIT_CARD,750.02,,
DEBIT,10/11/2016,"VILLAGE BOOKS BELLINGHAM WA                  10/08",-9.77,DEBIT_CARD,752.67,,
DEBIT,10/11/2016,"SQ *BOOK FARE CAFE Bellingham WA             10/08",-26.61,DEBIT_CARD,762.44,,
DEBIT,10/11/2016,"ACT*City-Bellingham 877-228-4881 TX          10/07",-90.00,DEBIT_CARD,789.05,,
